ID;REGIAO;MUNICIPIO/BAIRRO;OPM ;RISP;AISP;COORPIN
291830;Interior;Jitaúna;19º BPM - Jequié;Sudoeste;Médio Rio de Contas;9ª COORPIN - JEQUIE
291835;Interior;João Dourado;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
291840;Interior;Juazeiro;73ª CIPM, 74ª CIPM, 75ª CIPM e 76ª CIPM - Juazeiro;Norte;Sertão do São Francisco;17ª COORPIN - JUAZEIRO
291845;Interior;Jucuruçu;43ª CIPM - Itamaraju;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
291850;Interior;Jussara;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
291855;Interior;Jussari;62ª CIPM - Camacan;Sul;Litoral Sul;6ª COORPIN - ITABUNA
291860;Interior;Jussiape;29ª CIPM - Seabra;Chapada;Chapada Diamantina;20ª COORPIN - BRUMADO
291870;Interior;Lafaiete Coutinho;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá;9ª COORPIN - JEQUIE
291875;Interior;Lagoa Real;94ª CIPM - Caetité;Sudoeste;Sertão Produtivo;22ª COORPIN - GUANAMBI
291880;Interior;Laje;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
291890;Interior;Lajedão;44ª CIPM - Medeiros Neto;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
291900;Interior;Lajedinho;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu;12ª COORPIN - ITABERABA
291905;Interior;Lajedo Do Tabocal;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá;9ª COORPIN - JEQUIE
291910;Interior;Lamarão;16º BPM - Serrinha;Nordeste;Sisal;15ª COORPIN - SERRINHA
291915;Interior;Lapão;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
291920;RMS;Lauro De Freitas;52ª CIPM - Lauro de Freitas;RMS;23 - Lauro de Freitas;23ª DT Lauro de Freitas
291930;Interior;Lençóis;42ª CIPM - Lençóis;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
291940;Interior;Licínio De Almeida;94ª CIPM - Caetité;Sudoeste;Sertão Produtivo;22ª COORPIN - GUANAMBI
291950;Interior;Livramento De Nossa Senhora;46ª CIPM - Livramento de Nossa Senhora;Sudoeste;Sertão Produtivo;20ª COORPIN - BRUMADO
291955;Interior;Luís Eduardo Magalhães;85ª CIPM - Luís Eduardo;Oeste;Bacia do Rio Grande;11ª COORPIN - BARREIRAS
291960;Interior;Macajuba;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu;12ª COORPIN - ITABERABA
291970;Interior;Macarani;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia;21ª COORPIN - ITAPETINGA
291980;Interior;Macaúbas;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim;24ª COORPIN - BOM JESUS DA LAPA
291990;Interior;Macururé;20º BPM - Paulo Afonso;Nordeste;Itaparica;18ª COORPIN - PAULO AFONSO
291992;RMS;Madre De Deus;10ª CIPM - Candeias;RMS;26 - Candeias;17ª DT Madre de Deus
291995;Interior;Maetinga;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano;20ª COORPIN - BRUMADO
292000;Interior;Maiquinique;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia;21ª COORPIN - ITAPETINGA
292010;Interior;Mairi;91ª CIPM - Capim Grosso;Chapada;Bacia do Jacuípe;16ª COORPIN - JACOBINA
292020;Interior;Malhada;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico;22ª COORPIN - GUANAMBI
292030;Interior;Malhada De Pedras;24º BPM - Brumado;Sudoeste;Sertão Produtivo;20ª COORPIN - BRUMADO
292040;Interior;Manoel Vitorino;19º BPM - Jequié;Sudoeste;Médio Rio de Contas;9ª COORPIN - JEQUIE
292045;Interior;Mansidão;86ª CIPM - Formosa do Rio Preto;Oeste;Bacia do Rio Grande;11ª COORPIN - BARREIRAS
292050;Interior;Maracás;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá;9ª COORPIN - JEQUIE
292060;Interior;Maragogipe;20ª CIPM - Santo Amaro;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
292070;Interior;Maraú;72ª CIPM - Itacaré;Sul;Litoral Sul;7ª COORPIN - ILHEUS
292080;Interior;Marcionílio Souza;42ª CIPM - Lençóis;Chapada;Chapada Diamantina;12ª COORPIN - ITABERABA
292090;Interior;Mascote;62ª CIPM - Camacan;Sul;Litoral Sul;6ª COORPIN - ITABUNA
292100;RMS;Mata De São João;53ª CIPM - Mata de São João;RMS;25 - Pojuca;DT Mata de São João 
292105;Interior;Matina;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico;22ª COORPIN - GUANAMBI
292110;Interior;Medeiros Neto;44ª CIPM - Medeiros Neto;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
292120;Interior;Miguel Calmon;24ª CIPM - Jacobina;Chapada;Piemonte da Diamantina;16ª COORPIN - JACOBINA
292130;Interior;Milagres;99ª CIPM - Amargosa;Recôncavo;Vale do Jiquiriçá;12ª COORPIN - ITABERABA
292140;Interior;Mirangaba;24ª CIPM - Jacobina;Chapada;Piemonte da Diamantina;16ª COORPIN - JACOBINA
292145;Interior;Mirante;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano;10ª COORPIN - VITORIA DA CONQUISTA
292150;Interior;Monte Santo;5º BPM - Euclides da Cunha;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292160;Interior;Morpará;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico;24ª COORPIN - BOM JESUS DA LAPA
292170;Interior;Morro Do Chapéu;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
292180;Interior;Mortugaba;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano;10ª COORPIN - VITORIA DA CONQUISTA
292190;Interior;Mucugê;42ª CIPM - Lençóis;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
292200;Interior;Mucuri;89ª CIPM - Mucuri;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
292205;Interior;Mulungu Do Morro;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
292210;Interior;Mundo Novo;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu;12ª COORPIN - ITABERABA
292220;Interior;Muniz Ferreira;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
292225;Interior;Muquém Do São Francisco;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico;24ª COORPIN - BOM JESUS DA LAPA
292230;Interior;Muritiba;27ª CIPM - Cruz das Almas;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
292240;Interior;Mutuípe;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
292250;Interior;Nazaré;14º BPM - Santo Antônio de Jesus;Recôncavo;Recôncavo;4ª COORPIN - SANTO ANTONIO DE JESUS
292260;Interior;Nilo Peçanha;33ª CIPM - Valença;Recôncavo;Baixo Sul;5ª COORPIN - VALENÇA
292265;Interior;Nordestina;16º BPM - Serrinha;Nordeste;Sisal;19ª COORPIN - SENHOR DO BONFIM
292270;Interior;Nova Canaã;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia;21ª COORPIN - ITAPETINGA
292273;Interior;Nova Fátima;90ª CIPM - Riachão do Jacuípe;Chapada;Bacia do Jacuípe;15ª COORPIN - SERRINHA
292275;Interior;Nova Ibiá;19º BPM - Jequié;Sudoeste;Médio Rio de Contas;5ª COORPIN - VALENÇA
292280;Interior;Nova Itarana;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá;9ª COORPIN - JEQUIE
292285;Interior;Nova Redenção;42ª CIPM - Lençóis;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
292290;Interior;Nova Soure;21ª CIPM - Cipó;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292300;Interior;Nova Viçosa;89ª CIPM - Mucuri;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
292303;Interior;Novo Horizonte;29ª CIPM - Seabra;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
292305;Interior;Novo Triunfo;5º BPM - Euclides da Cunha;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292310;Interior;Olindina;6ª CIPM - Rio Real;Leste;Litoral Norte Agreste Baiano;2ª COORPIN - ALAGOINHAS
292320;Interior;Oliveira Dos Brejinhos;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico;24ª COORPIN - BOM JESUS DA LAPA
292330;Interior;Ouriçangas;97ª CIPM - Irará;Leste;Portal do Sertão;2ª COORPIN - ALAGOINHAS
292335;Interior;Ourolândia;24ª CIPM - Jacobina;Chapada;Piemonte da Diamantina;16ª COORPIN - JACOBINA
292340;Interior;Palmas De Monte Alto;17º BPM - Guanambi;Sudoeste;Sertão Produtivo;22ª COORPIN - GUANAMBI
292350;Interior;Palmeiras;42ª CIPM - Lençóis;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
292360;Interior;Paramirim;46ª CIPM - Livramento de Nossa Senhora;Sudoeste;Sertão Produtivo;20ª COORPIN - BRUMADO
292370;Interior;Paratinga;28ª CIPM - Ibotirama;Meio-Oeste;Velho Chico;24ª COORPIN - BOM JESUS DA LAPA
292380;Interior;Paripiranga;21ª CIPM - Cipó;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292390;Interior;Pau Brasil;62ª CIPM - Camacan;Sul;Litoral Sul;6ª COORPIN - ITABUNA
292400;Interior;Paulo Afonso;20º BPM - Paulo Afonso;Nordeste;Itaparica;18ª COORPIN - PAULO AFONSO
292405;Interior;Pé De Serra;90ª CIPM - Riachão do Jacuípe;Chapada;Bacia do Jacuípe;15ª COORPIN - SERRINHA
292410;Interior;Pedrão;4º BPM - Alagoinhas;Leste;Litoral Norte Agreste Baiano;2ª COORPIN - ALAGOINHAS
292420;Interior;Pedro Alexandre;20º BPM - Paulo Afonso;Nordeste;Itaparica;18ª COORPIN - PAULO AFONSO
292430;Interior;Piatã;29ª CIPM - Seabra;Chapada;Chapada Diamantina;13ª COORPIN - SEABRA
292440;Interior;Pilão Arcado;25ª CIPM - Casa Nova;Norte;Sertão do São Francisco;17ª COORPIN - JUAZEIRO
292450;Interior;Pindaí;17º BPM - Guanambi;Sudoeste;Sertão Produtivo;22ª COORPIN - GUANAMBI
292460;Interior;Pindobaçu;54ª CIPM - Campo Formoso;Norte;Piemonte Norte do Itapicuru;19ª COORPIN - SENHOR DO BONFIM
292465;Interior;Pintadas;98ª CIPM - Ipirá;Chapada;Bacia do Jacuípe;12ª COORPIN - ITABERABA
292467;Interior;Piraí Do Norte;60ª CIPM - Gandu;Recôncavo;Baixo Sul;5ª COORPIN - VALENÇA
292470;Interior;Piripá;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano;10ª COORPIN - VITORIA DA CONQUISTA
292480;Interior;Piritiba;24ª CIPM - Jacobina;Chapada;Piemonte da Diamantina;16ª COORPIN - JACOBINA
292490;Interior;Planaltino;93ª CIPM - Maracás;Recôncavo;Vale do Jiquiriçá;9ª COORPIN - JEQUIE
292500;Interior;Planalto;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano;10ª COORPIN - VITORIA DA CONQUISTA
292510;Interior;Poções;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano;10ª COORPIN - VITORIA DA CONQUISTA
292520;RMS;Pojuca;32ª CIPM - Pojuca;RMS;25 - Pojuca;DT Pojuca
292525;Interior;Ponto Novo;6º BPM - Senhor do Bonfim;Norte;Piemonte Norte do Itapicuru;19ª COORPIN - SENHOR DO BONFIM
292530;Interior;Porto Seguro;8º BPM - Porto Seguro;Extremo Sul;Costa do Descobrimento;23ª COORPIN - EUNAPOLIS
292540;Interior;Potiraguá;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia;21ª COORPIN - ITAPETINGA
292550;Interior;Prado;88ª CIPM - Alcobaça;Extremo Sul;Extremo Sul;8ª COORPIN - TEIXEIRA DE FREITAS
292560;Interior;Presidente Dutra;7º BPM - Irecê;Meio-Oeste;Irecê;14ª COORPIN - IRECE
292570;Interior;Presidente Jânio Quadros;79ª CIPM - Poções;Sudoeste;Sudoeste Baiano;20ª COORPIN - BRUMADO
292575;Interior;Presidente Tancredo Neves;60ª CIPM - Gandu;Recôncavo;Baixo Sul;5ª COORPIN - VALENÇA
292580;Interior;Queimadas;16º BPM - Serrinha;Nordeste;Sisal;19ª COORPIN - SENHOR DO BONFIM
292590;Interior;Quijingue;16º BPM - Serrinha;Nordeste;Sisal;25ª COORPIN - EUCLIDES DA CUNHA
292593;Interior;Quixabeira;91ª CIPM - Capim Grosso;Chapada;Bacia do Jacuípe;16ª COORPIN - JACOBINA
292595;Interior;Rafael Jambeiro;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu;1ª COORPIN - FEIRA DE SANTANA
292600;Interior;Remanso;25ª CIPM - Casa Nova;Norte;Sertão do São Francisco;17ª COORPIN - JUAZEIRO
292610;Interior;Retirolândia;16º BPM - Serrinha;Nordeste;Sisal;15ª COORPIN - SERRINHA
292620;Interior;Riachão Das Neves;86ª CIPM - Formosa do Rio Preto;Oeste;Bacia do Rio Grande;11ª COORPIN - BARREIRAS
292630;Interior;Riachão Do Jacuípe;90ª CIPM - Riachão do Jacuípe;Chapada;Bacia do Jacuípe;15ª COORPIN - SERRINHA
292640;Interior;Riacho De Santana;38ª CIPM - Bom Jesus da Lapa;Meio-Oeste;Velho Chico;24ª COORPIN - BOM JESUS DA LAPA
292650;Interior;Ribeira Do Amparo;21ª CIPM - Cipó;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292660;Interior;Ribeira Do Pombal;21ª CIPM - Cipó;Nordeste;Semiárido;25ª COORPIN - EUCLIDES DA CUNHA
292665;Interior;Ribeirão Do Largo;80ª CIPM - Cândido Sales;Sudoeste;Sudoeste Baiano;21ª COORPIN - ITAPETINGA
292670;Interior;Rio De Contas;46ª CIPM - Livramento de Nossa Senhora;Sudoeste;Sertão Produtivo;20ª COORPIN - BRUMADO
292680;Interior;Rio Do Antônio;24º BPM - Brumado;Sudoeste;Sertão Produtivo;20ª COORPIN - BRUMADO
292690;Interior;Rio Do Pires;4ª CIPM - Macaúbas;Meio-Oeste;Bacia do Paramirim;20ª COORPIN - BRUMADO
292700;Interior;Rio Real;6ª CIPM - Rio Real;Leste;Litoral Norte Agreste Baiano;2ª COORPIN - ALAGOINHAS
292710;Interior;Rodelas;20º BPM - Paulo Afonso;Nordeste;Itaparica;18ª COORPIN - PAULO AFONSO
292720;Interior;Ruy Barbosa;11º BPM - Itaberaba;Chapada;Piemonte do Paraguaçu;12ª COORPIN - ITABERABA
292730;RMS;Salinas Da Margarida;23º BPM - Vera Cruz;Recôncavo;Recôncavo;DEPOM
292750;Interior;Santa Bárbara;66ª CIPM - Feira de Santana;Leste;Portal do Sertão;15ª COORPIN - SERRINHA
292760;Interior;Santa Brígida;20º BPM - Paulo Afonso;Nordeste;Itaparica;18ª COORPIN - PAULO AFONSO
292770;Interior;Santa Cruz Cabrália;8º BPM - Porto Seguro;Extremo Sul;Costa do Descobrimento;23ª COORPIN - EUNAPOLIS
292780;Interior;Santa Cruz Da Vitória;8ª CIPM - Itapetinga;Sul;Médio Sudoeste da Bahia;6ª COORPIN - ITABUNA
292790;Interior;Santa Inês;19º BPM - Jequié;Sudoeste;Médio Rio de Contas;9ª COORPIN - JEQUIE
292800;Interior;Santaluz;16º BPM - Serrinha;Nordeste;Sisal;15ª COORPIN - SERRINHA
292805;Interior;Santa Luzia;62ª CIPM - Camacan;Sul;Litoral Sul;6ª COORPIN - ITABUNA
292810;Interior;Santa Maria Da Vitória;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente;26ª COORPIN - SANTA MARIA DA VITORIA
292820;Interior;Santana;30ª CIPM - Santa Maria da Vitória;Oeste;Bacia do Rio Corrente;26ª COORPIN - SANTA MARIA DA VITORIA
292830;Interior;Santanópolis;97ª CIPM - Irará;Leste;Portal do Sertão;15ª COORPIN - SERRINHA
